Ticker,Name,MC,PE,YTD,REV,EPS,GICS_INDUSTRY_GROUP_NAME,GICS_SUB_INDUSTRY_NAME
OSB LN Equity,ONESAVINGS BANK PLC,940414720,6.642504692,12.50200372,404400000,0.577493012,Banks,Thrifts & Mortgage Finance
JHD LN Equity,JAMES HALSTEAD PLC,925983168,24.85144806,4.215456674,249272000,0.179063998,Capital Goods,Building Products
GAMA LN Equity,GAMMA COMMUNICATIONS PLC,919169664,32.25731659,33.97260274,284900000,0.303187013,Telecommunication Services,Alternative Carriers
BAG LN Equity,A.G. BARR PLC,918403456,25.60847855,2.281368821,279000000,0.315129995,"Food, Beverage & Tobacco",Soft Drinks
SNR LN Equity,SENIOR PLC,915170240,18.19682884,15.20591551,1082100000,0.119911,Capital Goods,Aerospace & Defense
BRW LN Equity,BREWIN DOLPHIN HOLDINGS PLC,884973504,16.02101898,0.33213012,326226000,0.194869004,Diversified Financials,Asset Management & Custody Ban
SMP LN Equity,ST. MODWEN PROPERTIES PLC,882391872,14.61730766,1.189226191,433000000,0.271458998,Real Estate,Real Estate Development
SPT LN Equity,SPIRENT COMMUNICATIONS PLC,879684864,20.43344498,23.19013033,476900000,0.091438003,Technology Hardware & Equipmen,Communications Equipment
AMGO LN Equity,AMIGO HOLDINGS PLC,856741568,14.19212532,-35.4232409,210800000,0.127000004,Diversified Financials,Consumer Finance
GOG LN Equity,GO-AHEAD GROUP PLC,845689088,12.86958122,30.30315689,3552899968,1.523747981,Transportation,Railroads
PZC LN Equity,PZ CUSSONS PLC,841158400,17.71973419,-6.512569712,701000000,0.110724002,Household & Personal Products,Household Products
SHI LN Equity,SIG PLC,840010944,48.5868721,29.32604376,2741899904,0.029226,Capital Goods,Trading Companies & Distributo
ACA LN Equity,ACACIA MINING PLC,806638208,17.84074974,7.310416625,663789024,0.143252,Materials,Gold
PLP LN Equity,POLYPIPE GROUP PLC,805143680,16.40932846,23.09102245,433200000,0.246592,Capital Goods,Building Products
CCFS LN Equity,CHARTER COURT FINANCIAL S,794543808,6.576562405,32.8,319900000,0.504822984,Banks,Thrifts & Mortgage Finance
PETS LN Equity,PETS AT HOME GROUP PLC,793000000,21.84332466,36.960278,930255008,0.072608,Retailing,Specialty Stores
HFG LN Equity,HILTON FOOD GROUP PLC,775213888,23.76794434,5.321507761,1649590976,0.399698004,"Food, Beverage & Tobacco",Packaged Foods & Meats
PMO LN Equity,PREMIER OIL PLC,771869440,8.739206314,41.17204003,1397499968,0.175586998,Energy,Oil & Gas Exploration & Produc
EQN LN Equity,EQUINITI GROUP PLC,758236288,43.40567398,-3.926096998,530900000,0.04792,Software & Services,Data Processing & Outsourced S
GFRD LN Equity,GALLIFORD TRY PLC,740032000,6.469435692,10.26313462,2872600064,1.030228972,Capital Goods,Construction & Engineering
MTRO LN Equity,METRO BANK PLC,738447040,25.85574532,-55.22740697,518400000,0.293165006,Banks,Regional Banks
NRR LN Equity,NEWRIVER REIT PLC,726842432,37.6408577,12.76595745,115790000,0.063361999,Real Estate,Retail REITs
BAKK LN Equity,BAKKAVOR GROUP PLC,721964288,10.73397636,-11.63120676,1855200000,0.116080001,"Food, Beverage & Tobacco",Packaged Foods & Meats
CKN LN Equity,CLARKSON PLC,720220096,23.99513435,25,337600000,0.989784002,Transportation,Marine
SBRE LN Equity,SABRE INSURANCE GROUP PLC,715000000,14.3720026,4.761904762,194916000,0.198998004,Insurance,Property & Casualty Insurance
FDP LN Equity,FIRST DERIVATIVES PLC,705701568,59.4922142,26.88679245,203779000,0.452160001,Software & Services,IT Consulting & Other Services
INDV LN Equity,INDIVIOR PLC,701267392,3.259830475,-14.49933346,1004000000,0.382874995,"Pharmaceuticals, Biotechnology",Pharmaceuticals
TED LN Equity,TED BAKER PLC,694296960,17.03558922,0.516129032,617442016,0.914555997,Consumer Durables & Apparel,"Apparel, Accessories & Luxury"
MGAM LN Equity,MORGAN ADVANCED MATERIALS PL,693449088,12.14483738,-7.674776318,1033900000,0.162553996,Capital Goods,Industrial Machinery
FOUR LN Equity,4IMPRINT GROUP PLC,690904064,25.45319939,33.33333333,738418016,1.25574699,Media & Entertainment,Advertising
MCS LN Equity,MCCARTHY & STONE PLC,689931008,14.88143444,-4.989945544,671600000,0.086281999,Consumer Durables & Apparel,Homebuilding
YNGN LN Equity,YOUNG & CO'S BREWERY PLC -NV,684873152,15.61934376,-2.283105023,292000000,0.685047984,Consumer Services,Restaurants
AMS LN Equity,ADVANCED MEDICAL SOLUTIONS,675661120,29.78402901,15.09090909,102598000,0.106265001,Health Care Equipment & Servic,Health Care Supplies
KNOS LN Equity,KAINOS GROUP PLC,667942592,49.40658188,38,122434000,0.111726001,Software & Services,IT Consulting & Other Services
EMIS LN Equity,EMIS GROUP PLC,664769664,28.00037384,15.00547645,170070000,0.374994993,Health Care Equipment & Servic,Health Care Technology
FSTA LN Equity,FULLER SMITH & TURNER - A,652962432,19.77681541,31.87429854,416400000,0.594130009,Consumer Services,Restaurants
MARS LN Equity,MARSTON'S PLC,651109696,14.39585018,9.197228725,1141300032,0.071339998,Consumer Services,Restaurants
CRW LN Equity,CRANEWARE PLC,648363200,49.98391342,-0.354032074,71782000,0.631662995,Health Care Equipment & Servic,Health Care Technology
DIGS LN Equity,GCP STUDENT LIVING PLC,627361216,8.475422859,3.991931874,39341000,0.180285998,Real Estate,Residential REITs
FUTR LN Equity,FUTURE PLC,617313536,135.5477905,57.89832175,124600000,0.055626135,Media & Entertainment,Publishing
CARD LN Equity,CARD FACTORY PLC,615734464,10.01305103,3.979244174,427800000,0.180064999,Retailing,Specialty Stores
RNK LN Equity,RANK GROUP PLC,614935872,20.78107071,15.73570516,685000000,0.075742001,Consumer Services,Casinos & Gaming
SMS LN Equity,SMART METERING SYSTEMS PLC,613386880,36.23308563,3.80952381,89492000,0.150415003,Technology Hardware & Equipmen,Electronic Equipment & Instrum
GROW LN Equity,DRAPER ESPRIT PLC,601419904,5.270163059,-5.555555556,93318000,0.965406001,Diversified Financials,Asset Management & Custody Ban
NICL LN Equity,NICHOLS PLC,599616384,23.50307083,20.44421041,142037000,0.691399008,"Food, Beverage & Tobacco",Soft Drinks
CSH LN Equity,CIVITAS SOCIAL HOUSING PLC,597562944,9.099526405,-9.736632564,18606000,0.105499998,Real Estate,Residential REITs
FORT LN Equity,FORTERRA PLC,590301888,11.0944519,31.47321429,367500000,0.265447989,Materials,Construction Materials
KIE LN Equity,KIER GROUP PLC,588804864,11.27830505,-9.776757452,4292899968,0.311934905,Capital Goods,Construction & Engineering
PAY LN Equity,PAYPOINT PLC,584797248,13.37238407,5.933250927,222056000,0.640872985,Commercial & Professional Serv,Diversified Support Services
GKP LN Equity,GULF KEYSTONE PETROLEUM LTD,582751104,9.473160744,40.33149171,250554008,0.348375998,Energy,Oil & Gas Exploration & Produc
RTN LN Equity,RESTAURANT GROUP PLC,579965568,45.11985016,-17.25105544,686047008,0.026152567,Consumer Services,Restaurants
RDI LN Equity,RDI REIT PLC,577736704,6.370494366,6.108202443,112000000,0.238600001,Real Estate,Diversified REITs
OTB LN Equity,ON THE BEACH GROUP PLC,575078976,26.63257217,31.20113663,104100000,0.164647996,Retailing,Internet & Direct Marketing Re
IQE LN Equity,IQE PLC,573933760,560.8828735,13.38461069,156291000,0.001314,Semiconductors & Semiconductor,Semiconductors
MGNS LN Equity,MORGAN SINDALL GROUP PLC,570136384,8.38125515,18.97533207,2971499904,1.496195972,Capital Goods,Construction & Engineering
CSN LN Equity,CHESNARA PLC,566655872,23.47126198,9.406657019,794030016,0.161048004,Insurance,Life & Health Insurance
WJG LN Equity,WATKIN JONES PLC,561591552,12.70420647,9.586825429,363054016,0.173170999,Real Estate,Real Estate Development
OXIG LN Equity,OXFORD INSTRUMENTS PLC,560559680,30.1972847,7.766578439,311800000,0.328775004,Technology Hardware & Equipmen,Electronic Equipment & Instrum
AA/ LN Equity,AA PLC,558223616,7.909672737,21.33333333,969000000,0.115049001,Consumer Services,Specialized Consumer Services
BIFF LN Equity,BIFFA PLC,555000000,21.06062126,13.38099925,1091299968,0.105409998,Commercial & Professional Serv,Environmental & Facilities Ser
ESP LN Equity,EMPIRIC STUDENT PROPERTY PLC,551009792,13.69596386,0.30736836,64156000,0.066807998,Real Estate,Residential REITs
VCP LN Equity,VICTORIA PLC,541719360,145.2491302,-8.085106383,508715008,0.029741999,Consumer Durables & Apparel,Home Furnishings
DFS LN Equity,DFS FURNITURE PLC,531495072,21.81371498,37.78877656,896700000,0.114836,Consumer Durables & Apparel,Home Furnishings
JPJ LN Equity,JPJ GROUP PLC,520376576,28.01501656,9.717868339,322326000,0.203593004,Consumer Services,Casinos & Gaming
SPI LN Equity,SPIRE HEALTHCARE GROUP PLC,519801472,46.72964478,19.0082684,931100000,0.027734,Health Care Equipment & Servic,Health Care Facilities
VTC LN Equity,VITEC GROUP PLC/THE,516104000,14.98661041,-4.402515723,385400000,0.760679007,Consumer Durables & Apparel,Consumer Electronics
JSG LN Equity,JOHNSON SERVICE GROUP PLC,511283936,18.89819336,18.8034188,321100000,0.073552001,Commercial & Professional Serv,Diversified Support Services
YOU LN Equity,YOUGOV PLC,503617920,62.0742569,20.88607595,116559000,0.076924,Media & Entertainment,Advertising
NTG LN Equity,NORTHGATE PLC,498289632,11.79249001,-1.527116372,725964992,0.317150995,Transportation,Trucking
POLR LN Equity,POLAR CAPITAL HOLDINGS PLC,493904704,10.34773922,10.59322034,163888000,0.50445801,Diversified Financials,Asset Management & Custody Ban
SDL LN Equity,SDL PLC,489709824,31.72234726,13.08900524,323300000,0.170227006,Software & Services,Application Software
TYMN LN Equity,TYMAN PLC,474883552,17.64941788,2.978723404,591542016,0.137114998,Capital Goods,Building Products
OXB LN Equity,OXFORD BIOMEDICA PLC,471504768,61.32594299,0.820134006,66778000,0.116264001,"Pharmaceuticals, Biotechnology",Biotechnology
LTG LN Equity,LEARNING TECHNOLOGIES GROUP,470752320,109.4234238,1.729102193,93891000,0.006452,Software & Services,Application Software
NFC LN Equity,NEXT FIFTEEN COMMUNICATIONS,469963488,34.40844345,14.92842536,210121000,0.163332,Media & Entertainment,Advertising
HFD LN Equity,HALFORDS GROUP PLC,461950592,9.527446747,-9.019607843,1146300032,0.243507005,Retailing,Automotive Retail
STCK LN Equity,STOCK SPIRITS GROUP PLC,460000000,29.37711334,13.10639638,229194000,0.090655999,"Food, Beverage & Tobacco",Distillers & Vintners
MIDW LN Equity,MIDWICH GROUP PLC,458813344,31.16567993,17.49745677,573681984,0.185299993,Technology Hardware & Equipmen,Technology Distributors
RWA LN Equity,ROBERT WALTERS PLC,456763488,11.93017101,9.454545455,1233171008,0.504602984,Commercial & Professional Serv,Human Resource & Employment Se
ALFA LN Equity,ALFA FINANCIAL SOFTWARE HOLD,450000000,23.67461586,29.75778718,71038000,0.063359002,Software & Services,Application Software
SDRY LN Equity,SUPERDRY PLC,449326176,7.103920937,17.14408172,884600000,0.771404997,Retailing,Apparel Retail
CREI LN Equity,CUSTODIAN REIT PLC,442005696,11.82020473,-3.257290068,37736000,0.093907002,Real Estate,Diversified REITs
SCPA LN Equity,SCAPA GROUP PLC,439207520,23.45672798,-7.491856678,286600000,0.121074002,Materials,Specialty Chemicals
GLE LN Equity,MJ GLEESON PLC,438885536,11.64540577,26.65748871,237692000,0.685943991,Consumer Durables & Apparel,Homebuilding
IPF LN Equity,INTERNATIONAL PERSONAL FINAN,435456800,5.773319244,-5.301560716,866400000,0.337240994,Diversified Financials,Consumer Finance
CSRT LN Equity,CONSORT MEDICAL PLC,432430336,25.63029861,-5.40883912,309900000,0.341783002,Health Care Equipment & Servic,Health Care Equipment
RST LN Equity,RESTORE PLC,427596096,22.53458405,6.811145511,195500000,0.130525,Commercial & Professional Serv,Diversified Support Services
CVSG LN Equity,CVS GROUP PLC,423922752,62.37469864,-9.221466364,364600000,0.096273003,Health Care Equipment & Servic,Health Care Facilities
RPS LN Equity,RPS GROUP PLC,423520608,14.03414059,37.64705658,637382976,0.133389,Commercial & Professional Serv,Environmental & Facilities Ser
VP/ LN Equity,VP PLC,421619648,15.53656673,6.707317073,360858016,0.675825,Capital Goods,Trading Companies & Distributo
HWG LN Equity,HARWORTH GROUP PLC,417961120,12.25767422,14.03508772,78055000,0.106056001,Real Estate,Real Estate Development
CAML LN Equity,CENTRAL ASIA METALS PLC,417088288,9.716338158,8.965517241,161795000,0.314552009,Materials,Copper
IGR LN Equity,IG DESIGN GROUP PLC,416902048,20.78400993,-7.47826087,366224000,0.255965993,Consumer Durables & Apparel,Housewares & Specialties
HSTN LN Equity,HANSTEEN HOLDINGS PLC,416192512,6.740950584,5.126821286,52300000,0.149341002,Real Estate,Industrial REITs
MNZS LN Equity,MENZIES (JOHN) PLC,409908448,33.47992325,-4.6875,1291000000,-0.068521,Retailing,Distributors
AVON LN Equity,AVON RUBBER PLC,403302784,20.02464485,4.861027826,165500000,0.701200008,Capital Goods,Aerospace & Defense
DLAR LN Equity,DE LA RUE PLC,397424896,4.597144604,-8.865248227,506800000,0.819832977,Commercial & Professional Serv,Commercial Printing
UANC LN Equity,URBAN & CIVIC PLC,396168320,20.92868233,5.02306403,150398000,0.130442999,Real Estate,Real Estate Development
HLCL LN Equity,HELICAL PLC,394495872,7.560472012,3.605015674,148512000,0.437142,Real Estate,Real Estate Development
LOOK LN Equity,LOOKERS PLC,392968608,9.189587593,9.307357502,4879500032,0.109906998,Retailing,Automotive Retail
RGL LN Equity,REGIONAL REIT LTD,391462208,5.819140911,16.30665916,60011000,0.180438999,Real Estate,Office REITs
NCC LN Equity,NCC GROUP PLC,388953408,24.61495209,-19.22937323,241000000,0.035199001,Software & Services,IT Consulting & Other Services
ARW LN Equity,ARROW GLOBAL GROUP PLC,384254080,12.74510956,23.16384181,425208008,0.171046004,Diversified Financials,Consumer Finance
IOM LN Equity,IOMART GROUP PLC,378207712,31.93075943,5.757575758,101580000,0.109299,Software & Services,Internet Services & Infrastruc
HOTC LN Equity,HOTEL CHOCOLAT GROUP LTD,378008000,35.33717728,26.63495317,125342288,0.094801001,"Food, Beverage & Tobacco",Packaged Foods & Meats
HEAD LN Equity,HEADLAM GROUP PLC,377363648,11.14668465,8.780487805,708423008,0.400118992,Retailing,Distributors
FDEV LN Equity,FRONTIER DEVELOPMENTS PLC,376563168,23.19875336,21.5,79858000,0.41898801,Media & Entertainment,Interactive Home Entertainment
ESL LN Equity,EDDIE STOBART LOGISTICS PLC,375553888,22.70590019,-2.941176471,843140992,0.043600998,Transportation,Trucking
PSDL LN Equity,PHOENIX SPREE DEUTSCHLAND LT,372780224,5.259723186,3.93258427,17719000,0.814547986,Real Estate,Real Estate Operating Companie
MPE LN Equity,M P EVANS GROUP PLC,371547264,30.50663376,0.147275405,112815000,0.289616995,"Food, Beverage & Tobacco",Agricultural Products
MTVW LN Equity,MOUNTVIEW ESTATES PLC,370406336,13.28720951,1.762655135,67411000,7.149733067,Real Estate,Real Estate Development
TFW LN Equity,THORPE (F.W.) PLC,365780064,21.55083847,24.08930941,109113000,0.146166001,Capital Goods,Electrical Components & Equipm
SLI LN Equity,STANDARD LIFE INV PROP INC,365684736,9.468761444,12.29107282,27148967,0.095155001,Real Estate,Diversified REITs
REDD LN Equity,REDDE PLC,364931616,10.30829525,-27.18567597,564769984,0.115440998,Transportation,Trucking
CTH LN Equity,CARETECH HOLDINGS PLC,364748800,23.82103539,-0.171569203,185689000,0.140632,Health Care Equipment & Servic,Health Care Facilities
APH LN Equity,ALLIANCE PHARMA PLC,362761184,18.95118713,4.47761194,118208000,0.036937,"Pharmaceuticals, Biotechnology",Pharmaceuticals
COST LN Equity,COSTAIN GROUP PLC,358688320,10.88864326,6.18066561,1463700032,0.307659999,Capital Goods,Construction & Engineering
SOHO LN Equity,TRIPLE POINT SOCIAL HOUSING,356622496,12.12664223,3.168866934,11490000,0.083700001,Real Estate,Residential REITs
TTG LN Equity,TT ELECTRONICS PLC,355410208,27.06065178,11.08273576,429500000,0.082841001,Technology Hardware & Equipmen,Electronic Components
STHR LN Equity,STHREE PLC,352095456,10.09729481,-6.108202443,1258151936,0.266408004,Commercial & Professional Serv,Human Resource & Employment Se
RCDO LN Equity,RICARDO PLC,343936256,19.43312073,3.783123652,385500000,0.331393003,Commercial & Professional Serv,Research & Consulting Services
DTY LN Equity,DIGNITY PLC,342311200,14.61023998,-1.722900215,315600000,0.468506994,Consumer Services,Specialized Consumer Services
BOOT LN Equity,BOOT (HENRY) PLC,339523840,9.012097359,6.029106029,397052000,0.282953009,Consumer Durables & Apparel,Homebuilding
FAN LN Equity,VOLUTION GROUP PLC,336016992,25.52518463,19.23017188,221787000,0.066405002,Capital Goods,Building Products
SAA LN Equity,M&C SAATCHI PLC,333386656,38.4201622,29.75778547,431844016,0.097605003,Media & Entertainment,Advertising
DVO LN Equity,DEVRO PLC,328889568,26.42415428,26.95647078,253400000,0.074552998,"Food, Beverage & Tobacco",Packaged Foods & Meats
GHH LN Equity,GOOCH & HOUSEGO PLC,324478528,44.66540527,9.544818526,124883000,0.291053005,Technology Hardware & Equipmen,Electronic Manufacturing Servi
IDEA LN Equity,IDEAGEN PLC,324165536,191.5584412,20.00204337,36120000,0.0077,Software & Services,Systems Software
MKLW LN Equity,MUCKLOW ( A & J ) GROUP PLC,322803648,5.691690922,3.159441859,25600000,0.896043003,Real Estate,Industrial REITs
ENQ LN Equity,ENQUEST PLC,322276064,2.56840992,-13.34852029,1298436992,0.09621784,Energy,Oil & Gas Exploration & Produc
GOCO LN Equity,GOCOMPARE.COM GROUP PLC,322202880,11.90108204,12.5730969,152600000,0.0647,Retailing,Internet & Direct Marketing Re
BOWL LN Equity,HOLLYWOOD BOWL GROUP PLC,315000000,16.75456047,-6.457519393,120548000,0.125339001,Consumer Services,Leisure Facilities
ABDP LN Equity,AB DYNAMICS PLC,313883808,43.95150375,14.74820144,37051144,0.362899989,Automobiles & Components,Auto Parts & Equipment
PFD LN Equity,PREMIER FOODS PLC,306095488,50.41551208,10.30303493,823900000,0.00722,"Food, Beverage & Tobacco",Packaged Foods & Meats
LIO LN Equity,LIONTRUST ASSET MANAGEMENT,305386656,24.87274361,3.436426117,88615000,0.242031999,Diversified Financials,Asset Management & Custody Ban
APF LN Equity,ANGLO PACIFIC GROUP PLC,304870272,10.51097012,14.06509763,46104000,0.159833007,Energy,Coal & Consumable Fuels
RNWH LN Equity,RENEW HOLDINGS PLC,302823488,31.88856506,20.54977951,540616016,0.089907,Capital Goods,Construction & Engineering
TM17 LN Equity,TEAM17 GROUP PLC,301963040,37.70491791,17.94871795,43201000,0.061000001,Media & Entertainment,Interactive Home Entertainment
PHTM LN Equity,PHOTO-ME INTERNATIONAL PLC,301444224,8.361887932,-10.63829751,227347000,0.095433,Consumer Durables & Apparel,Leisure Products
HNT LN Equity,HUNTSWORTH PLC,300619072,13.58116245,-20.37037037,224956000,0.063323,Media & Entertainment,Advertising
GYM LN Equity,GYM GROUP PLC/THE,300064896,40.14544678,-20.32967033,123884000,0.054177999,Consumer Services,Leisure Facilities
MAB1 LN Equity,MORTGAGE ADVICE BUREAU HOLDI,298968384,22.5868721,13.59223301,123291000,0.259000003,Banks,Thrifts & Mortgage Finance
EAH LN Equity,ECO ANIMAL HEALTH GROUP PLC,296419744,28.54399681,8.26052351,69742000,0.154147997,"Pharmaceuticals, Biotechnology",Pharmaceuticals
ZTF LN Equity,ZOTEFOAMS PLC,294637536,36.0324173,-13.59773371,81037000,0.169292003,Materials,Commodity Chemicals
WIN LN Equity,WINCANTON PLC,293126784,7.218971252,-2.674897119,1172699968,0.327609003,Transportation,Air Freight & Logistics
CAM LN Equity,CAMELLIA PLC,292081504,31.4066143,-0.235849057,302300000,2.896424055,"Food, Beverage & Tobacco",Agricultural Products
DSCV LN Equity,DISCOVERIE GROUP PLC,289033856,24.27423668,8.539944904,409400000,0.162312001,Technology Hardware & Equipmen,Technology Distributors
SREI LN Equity,SCHRODER REAL ESTATE INVESTM,287256416,9.658130646,-2.053891753,24778000,0.057360999,Real Estate,Diversified REITs
IPX LN Equity,IMPAX ASSET MANAGEMENT GROUP,286261120,23.29110146,7.722179609,65683000,0.094241999,Diversified Financials,Asset Management & Custody Ban
SDY LN Equity,SPEEDY HIRE PLC,284702304,13.73925877,-8.907561743,386200000,0.039448999,Capital Goods,Trading Companies & Distributo
MER LN Equity,MEARS GROUP PLC,281750656,11.06890869,-21.7791411,869842976,0.230375007,Commercial & Professional Serv,Diversified Support Services
DOTD LN Equity,DOTDIGITAL GROUP PLC,281015168,31.73483849,22.8757091,49228000,0.029778,Software & Services,Application Software
TUNE LN Equity,FOCUSRITE PLC,280388672,26.23594284,1.578947368,75121000,0.183908001,Consumer Durables & Apparel,Consumer Electronics
BWNG LN Equity,BROWN (N) GROUP PLC,279036288,36.35389328,4.456230184,926600000,0.027081005,Retailing,Internet & Direct Marketing Re
LSL LN Equity,LSL PROPERTY SERVICES PLC,277149056,15.53098774,26.40181799,324640000,0.173845999,Real Estate,Real Estate Services
ELA LN Equity,ELAND OIL & GAS PLC,274242368,5.846849918,18.86792453,169168000,0.280000001,Energy,Oil & Gas Exploration & Produc
CLG LN Equity,CLIPPER LOGISTICS PLC,270071840,17.5227108,18.22222222,428357008,0.151802994,Commercial & Professional Serv,Diversified Support Services
NUM LN Equity,NUMIS CORPORATION PLC,266256128,9.964287758,4.384133612,136047000,0.250896007,Diversified Financials,Investment Banking & Brokerage
AFX LN Equity,ALPHA FX GROUP PLC,259856864,32.3283844,23.89380531,23474709,0.216527998,Diversified Financials,Investment Banking & Brokerage
STB LN Equity,SECURE TRUST BANK PLC,256343808,9.056102753,16.59663866,167300000,1.532115996,Banks,Diversified Banks
JOUL LN Equity,JOULES GROUP PLC,252829600,26.7022686,26.3544851,202880000,0.107855998,Consumer Durables & Apparel,"Apparel, Accessories & Luxury"
PRV LN Equity,PORVAIR PLC,252139792,24.95428848,32.68998794,128823000,0.220403001,Capital Goods,Industrial Machinery
AFM LN Equity,ALPHA FINANCIAL MARKETS CONS,245194000,40.40386963,8.258928571,76220000,0.060019001,Commercial & Professional Serv,Research & Consulting Services
STAF LN Equity,STAFFLINE GROUP PLC,243116192,9.64855957,-29.83870968,1011000000,0.901344985,Commercial & Professional Serv,Human Resource & Employment Se
CMCX LN Equity,CMC MARKETS PLC,240235200,7.367086411,-21.00760372,191489000,0.112799002,Diversified Financials,Investment Banking & Brokerage
ECEL LN Equity,EUROCELL PLC,238738928,12.16675568,11.21495327,253691000,0.195615001,Capital Goods,Building Products
IPEL LN Equity,IMPELLAM GROUP PLC,238453632,18.51682091,-15.63729976,2276700032,0.261923995,Commercial & Professional Serv,Human Resource & Employment Se
ASY LN Equity,ANDREWS SYKES GROUP PLC,238285136,15.85306358,17.46361746,73781000,0.356398001,Capital Goods,Trading Companies & Distributo
TET LN Equity,TREATT PLC,237537056,24.76704216,-4.855770478,112163000,0.214846998,Materials,Specialty Chemicals
BRK LN Equity,BROOKS MACDONALD GROUP PLC,237500320,54.05995178,23.3274167,104774000,0.333138987,Diversified Financials,Asset Management & Custody Ban
PAM LN Equity,PREMIER ASSET MANAGEMENT GRO,236994928,18.52770996,26.21409824,53396000,0.120899998,Diversified Financials,Asset Management & Custody Ban
ACSO LN Equity,ACCESSO TECHNOLOGY GROUP PLC,236652960,92.46470642,-40.27586207,118747000,0.121689003,Technology Hardware & Equipmen,Electronic Equipment & Instrum
UAI LN Equity,U AND I GROUP PLC,234808160,5.884960651,-10.43062347,185584000,0.318098988,Real Estate,Diversified Real Estate Activi
SUPR LN Equity,SUPERMARKET INCOME REIT PLC,233489104,21.80512238,8.352797811,14084000,0.046777999,Real Estate,Retail REITs
TRI LN Equity,TRIFAST PLC,232111664,17.7265358,1.969764872,204800000,0.107466001,Capital Goods,Industrial Machinery
SIA LN Equity,SOCO INTERNATIONAL PLC,228384800,12.22954178,1.176475076,175100000,0.084010001,Energy,Oil & Gas Exploration & Produc
MCGN LN Equity,MICROGEN PLC,226344688,16.32091331,8.345534407,70286000,0.226702996,Software & Services,Application Software
MCL LN Equity,MORSES CLUB PLC,223242448,17.01285744,9.206349206,116576000,0.101099998,Diversified Financials,Consumer Finance
MCKS LN Equity,MCKAY SECURITIES PLC-ORD,221192400,5.764593124,-4.081632653,26018000,0.407661006,Real Estate,Office REITs
EPIC LN Equity,EDISTON PROPERTY INVESTMENT,218730416,10.10890198,-1.905665977,26677000,0.102384999,Real Estate,Diversified REITs
SUS LN Equity,S & U PLC,218607952,7.804907799,-13.11619453,89215000,2.331866026,Diversified Financials,Consumer Finance
TEF LN Equity,TELFORD HOMES PLC,215152160,5.505975723,-0.701754386,326856000,0.51398699,Consumer Durables & Apparel,Homebuilding
FCRE LN Equity,F&C UK REAL ESTATE INVESTMEN,210858048,14.4116869,-3.660704719,19111000,0.060784001,Real Estate,Diversified REITs
SFR LN Equity,SEVERFIELD PLC,209141504,10.64982605,-2.411343189,286184992,0.064601999,Capital Goods,Construction & Engineering
MTW LN Equity,MATTIOLI WOODS PLC,208948864,25.19991875,19.43403242,59401000,0.312500998,Diversified Financials,Asset Management & Custody Ban
PAF LN Equity,PAN AFRICAN RESOURCES PLC,204473904,11.2132349,6.148488863,100906068,-0.049145999,Materials,Gold
IHR LN Equity,IMPACT HEALTHCARE REIT PLC,203739248,12.36252403,3.906949438,17309000,0.085743003,Real Estate,Health Care REITs
AEP LN Equity,ANGLO-EASTERN PLANTATIONS,202938224,8.718694687,-9.85915493,278367992,0.763005972,"Food, Beverage & Tobacco",Agricultural Products
SBIZ LN Equity,SIMPLYBIZ GROUP LTD/THE,201791088,52.65151596,40.48578754,50686000,0.0396,Commercial & Professional Serv,Research & Consulting Services
MANO LN Equity,MANOLETE PARTNERS PLC,201517840,458.9204102,137.1794872,1429770.125,0.010078,Diversified Financials,Asset Management & Custody Ban
RM/ LN Equity,RM PLC,201300032,11.61350155,21.01127395,220977000,0.206656009,Software & Services,Application Software
ARIX LN Equity,ARIX BIOSCIENCE PLC,201057024,4.573512554,-10.51051051,37155000,0.325788997,Diversified Financials,Asset Management & Custody Ban
ARBB LN Equity,ARBUTHNOT BANKING GROUP PLC,197279888,34.90948486,24.41314554,70309000,-1.344766036,Banks,Regional Banks
QXT LN Equity,QUIXANT PLC,196414592,17.99685478,-20,115150000,0.213699996,Consumer Services,Casinos & Gaming
LOOP LN Equity,LOOPUP GROUP PLC,195718752,142,22.4137931,34213000,0.025,Software & Services,Application Software
BVXP LN Equity,BIOVENTIX PLC,195383616,34.98441315,23.98042414,8821246,1.086197972,"Pharmaceuticals, Biotechnology",Biotechnology
GDWN LN Equity,GOODWIN PLC,194400000,20.05405617,7.142857143,130466000,1.346361041,Capital Goods,Industrial Machinery
IMO LN Equity,IMIMOBILE PLC,194078624,194,22.78481013,111366000,0.015,Software & Services,Application Software
WIL LN Equity,WILMINGTON PLC,185922592,53.54533005,21.4363645,121635000,0.039686,Commercial & Professional Serv,Research & Consulting Services
RIV LN Equity,RIVER & MERCANTILE GROUP,183893568,11.89591122,1.205547226,76344000,0.188299999,Diversified Financials,Asset Management & Custody Ban
MCB LN Equity,MCBRIDE PLC,182798256,6.777685165,-20,690600000,0.062015001,Household & Personal Products,Household Products
TRCS LN Equity,TRACSIS PLC,182759040,24.93202019,7.722246941,39834000,0.256697997,Software & Services,Application Software
MUL LN Equity,MULBERRY GROUP PLC,176839760,242.1476746,-0.674536256,163478000,0.012162,Consumer Durables & Apparel,"Apparel, Accessories & Luxury"
MOTR LN Equity,MOTORPOINT GROUP PLC,173098000,11.25,-9.651307759,991200000,0.159999996,Retailing,Automotive Retail
BMY LN Equity,BLOOMSBURY PUBLISHING PLC,171749136,19.13265228,12.87128713,164721000,0.119168002,Media & Entertainment,Publishing
